,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,air_quality_index,pollution_level,weekday,season
189,190,2013,3,8,21,81,87,43,61,1100,68,7.2,1000,-1.5,0,NE,1,Aotizhongxin,74.25,Moderate,Weekday,Spring
190,191,2013,3,8,22,90,102,45,68,1399,68,6.3,999,-3.4,0,E,0,Aotizhongxin,82,Moderate,Weekday,Spring
191,192,2013,3,8,23,79,85,53,63,1500,68,5.7,997.7,-3.4,0,SW,1,Aotizhongxin,73.75,Moderate,Weekday,Spring
192,193,2013,3,9,0,49,67,53,70,1600,68,3.6,996.1,-2.6,0,W,0,Aotizhongxin,63.5,Moderate,Weekday,Spring
193,194,2013,3,9,1,89,91,54,84,1899,68,2.1,994.9,-2.6,0,W,1,Aotizhongxin,83,Moderate,Weekday,Spring
194,195,2013,3,9,2,89,97,44,97,2299,68,1.4,994.1,-3.1,0,N,0,Aotizhongxin,87.75,Moderate,Weekday,Spring
195,196,2013,3,9,3,98,125,42,94,2299,68,1.1,993,-3.2,0,NE,1,Aotizhongxin,96.25,Moderate,Weekday,Spring
196,197,2013,3,9,4,97,118,52,97,2399,68,1.8,992,-2.3,0,E,0,Aotizhongxin,95,Moderate,Weekday,Spring
197,198,2013,3,9,5,102,123,52,93,2500,68,3.2,992,-2.8,0,NE,1,Aotizhongxin,96.5,Moderate,Weekday,Spring
198,199,2013,3,9,6,110,153,44,83,2600,68,2.8,992.2,-2.5,0,NE,1,Aotizhongxin,103.5,Unhealthy,Weekday,Spring
199,200,2013,3,9,7,108,143,51,85,2100,68,4.6,992.9,-2.1,0,NE,1,Aotizhongxin,101,Unhealthy,Weekday,Spring
200,201,2013,3,9,8,104,139,70,82,2100,68,8.4,994.1,-1.7,0,E,2,Aotizhongxin,98.25,Moderate,Weekday,Spring
201,202,2013,3,9,9,113,166,108,86,1899,68,16.3,995.9,-0.4,0,NW,3,Aotizhongxin,108.25,Unhealthy,Weekday,Spring
202,203,2013,3,9,10,145,272,122,86,2200,68,16.7,998.3,-4.6,0,NW,7,Aotizhongxin,142.75,Unhealthy,Weekday,Spring
203,204,2013,3,9,11,69,587,50,21,400,68,14.3,1001.3,-9.1,0,NW,7,Aotizhongxin,186.25,Unhealthy,Weekday,Spring
204,205,2013,3,9,12,78,87,10,10,300,68,12.4,1004.3,-14.4,0,NW,7,Aotizhongxin,60.75,Moderate,Weekday,Spring
205,206,2013,3,9,13,49,628,4,7,300,76,10.3,1006.5,-17,0,NW,7,Aotizhongxin,190,Unhealthy,Weekday,Spring
206,207,2013,3,9,14,47,662,3,6,300,81,10.5,1008.1,-16.8,0,NW,6,Aotizhongxin,199,Unhealthy,Weekday,Spring
207,208,2013,3,9,15,28,443,3,8,300,81,10.2,1009.4,-17.1,0,N,3,Aotizhongxin,140,Unhealthy,Weekday,Spring
208,209,2013,3,9,16,21,263,3,9,300,81,10.5,1010.8,-17.8,0,N,4,Aotizhongxin,93.5,Moderate,Weekday,Spring
209,210,2013,3,9,17,14,251,4,9,300,81,8.6,1013,-18.3,0,NE,4,Aotizhongxin,88.75,Moderate,Weekday,Spring
210,211,2013,3,9,18,17,205,4,10,300,81,7.4,1015.9,-19.3,0,NE,4,Aotizhongxin,78.25,Moderate,Weekday,Spring
211,212,2013,3,9,19,15,107,5,10,400,81,6.4,1018.1,-18.4,0,N,3,Aotizhongxin,53.25,Moderate,Weekday,Spring
212,213,2013,3,9,20,18,104,4,7,400,82,5.6,1019.7,-18.3,0,N,4,Aotizhongxin,52.75,Moderate,Weekday,Spring
213,214,2013,3,9,21,12,58,4,8,400,82,4.8,1020.3,-17.6,0,N,3,Aotizhongxin,40,Good,Weekday,Spring
214,215,2013,3,9,22,11,34,6,8,300,82,3.8,1021.2,-17.8,0,NE,1,Aotizhongxin,33.75,Good,Weekday,Spring
215,216,2013,3,9,23,6,19,8,10,400,82,0.8,1021.3,-14.1,0,SE,0,Aotizhongxin,29.25,Good,Weekday,Spring
216,217,2013,3,10,0,11,15,6,16,400,82,-0.5,1020.8,-13.4,0,N,0,Aotizhongxin,31,Good,Weekday,Spring
217,218,2013,3,10,1,11,16,10,25,400,82,-0.2,1021.1,-11.6,0,W,1,Aotizhongxin,33.5,Good,Weekday,Spring
218,219,2013,3,10,2,6,18,14,41,400,82,-2.1,1020.9,-11.7,0,NE,0,Aotizhongxin,36.75,Good,Weekday,Spring
219,220,2013,3,10,3,10,25,17,55,500,82,-2,1021.1,-11.8,0,NW,1,Aotizhongxin,43,Good,Weekday,Spring
220,221,2013,3,10,4,18,63,17,76,500,82,-1.3,1021.9,-14.8,0,NE,0,Aotizhongxin,59.75,Moderate,Weekday,Spring
221,222,2013,3,10,5,21,35,18,80,700,82,-1.8,1022,-10.9,0,W,1,Aotizhongxin,54.5,Moderate,Weekday,Spring
222,223,2013,3,10,6,18,21,21,73,800,82,-2,1022.5,-11.8,0,N,0,Aotizhongxin,48.5,Good,Weekday,Spring
223,224,2013,3,10,7,24,46,21,82,1500,82,3.5,1023.2,-14.7,0,SW,2,Aotizhongxin,58.5,Moderate,Weekday,Spring
224,225,2013,3,10,8,31,74,33,84,1300,82,5.3,1023.5,-15.9,0,SW,4,Aotizhongxin,67.75,Moderate,Weekday,Spring
225,226,2013,3,10,9,26,75,34,69,900,82,6.8,1023.1,-15.9,0,SW,5,Aotizhongxin,63,Moderate,Weekday,Spring
226,227,2013,3,10,10,27,63,28,55,700,82,8.3,1022.4,-14.7,0,SW,4,Aotizhongxin,56.75,Moderate,Weekday,Spring
227,228,2013,3,10,11,30,59,20,40,800,82,9.8,1021.9,-14.2,0,S,2,Aotizhongxin,52.75,Moderate,Weekday,Spring
228,229,2013,3,10,12,28,56,21,34,700,82,10.4,1021,-14.4,0,SW,0,Aotizhongxin,50,Good,Weekday,Spring
229,230,2013,3,10,13,34,52,20,30,600,82,11.2,1020,-13.8,0,S,2,Aotizhongxin,49.5,Good,Weekday,Spring
230,231,2013,3,10,14,28,54,17,28,500,82,11.4,1019,-13.6,0,SW,4,Aotizhongxin,48,Good,Weekday,Spring
231,232,2013,3,10,15,37,71,17,27,500,82,11.3,1018.7,-14.5,0,SW,4,Aotizhongxin,54.25,Moderate,Weekday,Spring
232,233,2013,3,10,16,36,94,18,26,500,84,10.4,1018.3,-13.7,0,SW,4,Aotizhongxin,60,Moderate,Weekday,Spring
233,234,2013,3,10,17,38,117,25,33,500,84,9.1,1018.2,-13.4,0,SW,4,Aotizhongxin,68,Moderate,Weekday,Spring
234,235,2013,3,10,18,44,106,27,34,600,84,8.2,1018.5,-12.3,0,SW,2,Aotizhongxin,67,Moderate,Weekday,Spring
235,236,2013,3,10,19,60,102,28,39,700,84,7.7,1018.8,-11.1,0,SW,2,Aotizhongxin,71.25,Moderate,Weekday,Spring
236,237,2013,3,10,20,70,115,33,61,800,84,7.4,1018.8,-10.9,0,S,3,Aotizhongxin,82.5,Moderate,Weekday,Spring
237,238,2013,3,10,21,64,114,28,62,800,84,6.5,1018.9,-10.3,0,SW,2,Aotizhongxin,81,Moderate,Weekday,Spring
238,239,2013,3,10,22,70,123,31,60,900,84,5.9,1018.5,-10,0,SW,2,Aotizhongxin,84.25,Moderate,Weekday,Spring
239,240,2013,3,10,23,81,140,46,62,1000,84,3,1018.7,-9,0,SW,0,Aotizhongxin,91.75,Moderate,Weekday,Spring
240,241,2013,3,11,0,90,147,55,69,1100,84,0.3,1018.5,-8.7,0,SW,1,Aotizhongxin,97.5,Moderate,Weekday,Spring
241,242,2013,3,11,1,95,156,57,78,1100,84,-0.7,1018,-7.3,0,SW,0,Aotizhongxin,103.25,Unhealthy,Weekday,Spring
242,243,2013,3,11,2,95,140,53,76,1100,84,-1.7,1017.4,-7,0,NW,0,Aotizhongxin,98.75,Moderate,Weekday,Spring
243,244,2013,3,11,3,96,138,56,78,1100,84,-2.1,1017.2,-6.5,0,N,0,Aotizhongxin,99,Moderate,Weekday,Spring
244,245,2013,3,11,4,97,140,55,80,1100,84,-1.6,1016.9,-7.9,0,NE,1,Aotizhongxin,100.25,Unhealthy,Weekday,Spring
245,246,2013,3,11,5,106,146,49,76,1200,84,-2.3,1016.9,-8,0,SE,0,Aotizhongxin,103,Unhealthy,Weekday,Spring
246,247,2013,3,11,6,114,147,40,76,1600,84,-2.1,1017,-8,0,NE,0,Aotizhongxin,105.25,Unhealthy,Weekday,Spring
247,248,2013,3,11,7,112,155,62,77,2100,84,1.3,1017.4,-8.3,0,NE,1,Aotizhongxin,107,Unhealthy,Weekday,Spring
248,249,2013,3,11,8,113,184,71,77,2600,84,3.1,1017.5,-8.6,0,NE,1,Aotizhongxin,114.5,Unhealthy,Weekday,Spring
249,250,2013,3,11,9,120,196,96,89,2500,84,4.6,1016.8,-8.2,0,NE,1,Aotizhongxin,122.25,Unhealthy,Weekday,Spring
250,251,2013,3,11,10,141,205,102,97,2500,84,6.7,1016,-8.1,0,NE,1,Aotizhongxin,131.75,Unhealthy,Weekday,Spring
251,252,2013,3,11,11,140,198,96,105,2299,84,7.6,1015,-8.1,0,N,1,Aotizhongxin,131.75,Unhealthy,Weekday,Spring
252,253,2013,3,11,12,149,207,99,118,2200,84,9.7,1013.4,-7.5,0,NW,1,Aotizhongxin,139.5,Unhealthy,Weekday,Spring
253,254,2013,3,11,13,150,189,114,124,2100,84,11.3,1012.3,-7.1,0,S,3,Aotizhongxin,136.75,Unhealthy,Weekday,Spring
254,255,2013,3,11,14,114,151,99,80,1100,84,11.4,1010.9,-7.5,0,SE,2,Aotizhongxin,107.25,Unhealthy,Weekday,Spring
255,256,2013,3,11,15,106,133,96,69,1000,84,10.7,1010.3,-6.2,0,SW,2,Aotizhongxin,98,Moderate,Weekday,Spring
256,257,2013,3,11,16,113,162,109,76,1100,76,10.4,1009.5,-6.5,0,SW,3,Aotizhongxin,106.75,Unhealthy,Weekday,Spring
257,258,2013,3,11,17,132,198,148,90,1700,76,9.7,1009.7,-5.8,0,SW,2,Aotizhongxin,124,Unhealthy,Weekday,Spring
258,259,2013,3,11,18,149,253,161,100,2100,71,9.7,1009.8,-5.1,0,S,2,Aotizhongxin,143.25,Unhealthy,Weekday,Spring
259,260,2013,3,11,19,144,233,90,98,1500,51,9.6,1010,-4.4,0,S,1,Aotizhongxin,131.5,Unhealthy,Weekday,Spring
260,261,2013,3,11,20,156,214,103,116,1899,47,9.8,1010.4,-2.8,0,SE,1,Aotizhongxin,133.25,Unhealthy,Weekday,Spring
261,262,2013,3,11,21,174,246,124,121,2200,47,9.6,1009.8,-2.7,0,SW,1,Aotizhongxin,147,Unhealthy,Weekday,Spring
262,263,2013,3,11,22,152,196,88,109,1600,47,9.3,1009.2,-4,0,SW,1,Aotizhongxin,126,Unhealthy,Weekday,Spring
263,264,2013,3,11,23,113,145,62,97,1300,47,8.6,1008,-4.6,0,SE,1,Aotizhongxin,100.5,Unhealthy,Weekday,Spring
264,265,2013,3,12,0,89,124,50,80,1100,47,6.3,1007.5,-2.8,0,NW,1,Aotizhongxin,85,Moderate,Weekday,Spring
265,266,2013,3,12,1,106,161,56,91,1600,47,4.8,1006.8,-2.8,0,SE,0,Aotizhongxin,101.25,Unhealthy,Weekday,Spring
266,267,2013,3,12,2,125,159,56,86,1899,47,5.3,1005.8,-1,0,SE,0,Aotizhongxin,104.25,Unhealthy,Weekday,Spring
267,268,2013,3,12,3,117,127,73,81,900,47,6.4,1005.8,-1,0,N,2,Aotizhongxin,93,Moderate,Weekday,Spring
268,269,2013,3,12,4,112,140,68,81,1399,47,4.3,1006.3,1.5,0,E,0,Aotizhongxin,95,Moderate,Weekday,Spring
269,270,2013,3,12,5,140,237,34,74,2100,47,4.7,1006.1,1.5,0,NE,1,Aotizhongxin,124.5,Unhealthy,Weekday,Spring
270,271,2013,3,12,6,146,165,22,66,2100,47,4.1,1006.2,2.6,0,W,1,Aotizhongxin,106,Unhealthy,Weekday,Spring
271,272,2013,3,12,7,115,121,21,77,2100,47,3.5,1006.9,2.2,0,NW,1,Aotizhongxin,90,Moderate,Weekday,Spring
272,273,2013,3,12,8,120,122,17,78,1600,47,3.1,1006.9,1.9,0,N,1,Aotizhongxin,91.75,Moderate,Weekday,Spring
273,274,2013,3,12,9,116,90,16,76,1600,47,3.4,1006.6,2.2,0,NE,1,Aotizhongxin,82.25,Moderate,Weekday,Spring
274,275,2013,3,12,10,123,94,16,71,1700,47,3.7,1006.8,2.2,0,N,0,Aotizhongxin,83.75,Moderate,Weekday,Spring
275,276,2013,3,12,11,130,104,16,69,1800,47,4.4,1006.5,2.6,0,NE,1,Aotizhongxin,87.5,Moderate,Weekday,Spring
276,277,2013,3,12,12,132,87,14,75,1600,47,4.8,1006.8,2.2,0,N,1,Aotizhongxin,85.25,Moderate,Weekday,Spring
277,278,2013,3,12,13,129,84,15,68,1500,47,5.3,1006.6,2.8,0,NE,1,Aotizhongxin,82,Moderate,Weekday,Spring
278,279,2013,3,12,14,139,102,15,67,1600,47,5.6,1007.1,2.9,0,NE,1,Aotizhongxin,88.75,Moderate,Weekday,Spring
279,280,2013,3,12,15,135,93,15,63,1600,39,6.4,1007.6,3.2,0,N,1,Aotizhongxin,82.5,Moderate,Weekday,Spring
280,281,2013,3,12,16,133,102,17,63,1500,28,6.6,1008.1,3.2,0,S,0,Aotizhongxin,81.5,Moderate,Weekday,Spring
281,282,2013,3,12,17,141,107,19,70,1600,21,6.4,1009.4,3.4,0,E,1,Aotizhongxin,84.75,Moderate,Weekday,Spring
282,283,2013,3,12,18,124,131,21,79,1800,20,5.8,1011.1,3.1,0,E,0,Aotizhongxin,88.5,Moderate,Weekday,Spring
283,284,2013,3,12,19,137,140,20,75,2000,12,3.3,1012.5,2.1,0,SW,0,Aotizhongxin,91,Moderate,Weekday,Spring
284,285,2013,3,12,20,160,140,17,74,1800,12,2.9,1014.1,2.2,0,N,0,Aotizhongxin,96.5,Moderate,Weekday,Spring
285,286,2013,3,12,21,140,101,16,68,1700,12,3.6,1015.5,2.6,0,NE,0,Aotizhongxin,80.25,Moderate,Weekday,Spring
286,287,2013,3,12,22,88,31,16,63,1100,12,1.9,1016.7,1.3,0,N,1,Aotizhongxin,48.5,Good,Weekday,Spring
287,288,2013,3,12,23,50,50,30,54,800,17,3.8,1017.7,-5.7,0,NE,0,Aotizhongxin,42.75,Good,Weekday,Spring
288,289,2013,3,13,0,22,22,28,21,400,56,3.4,1018.5,-7.1,0,NW,0,Aotizhongxin,30.25,Good,Weekend,Spring
289,290,2013,3,13,1,10,10,16,14,300,68,2.7,1018.9,-9,0,NE,2,Aotizhongxin,25.5,Good,Weekend,Spring
290,291,2013,3,13,2,10,10,12,16,300,68,2.8,1019.3,-8.9,0,N,2,Aotizhongxin,26,Good,Weekend,Spring
291,292,2013,3,13,3,7,7,11,15,300,69,2.4,1019.7,-8.6,0,N,1,Aotizhongxin,24.5,Good,Weekend,Spring
292,293,2013,3,13,4,11,11,11,16,400,69,0.3,1020.5,-7.5,0,NW,0,Aotizhongxin,26.75,Good,Weekend,Spring
293,294,2013,3,13,5,3,6,13,20,400,69,-0.9,1021,-8.1,0,NE,0,Aotizhongxin,24.5,Good,Weekend,Spring
294,295,2013,3,13,6,3,6,17,24,500,69,0.8,1022.2,-8.5,0,NE,1,Aotizhongxin,25.5,Good,Weekend,Spring
295,296,2013,3,13,7,3,8,21,40,600,69,3.7,1023.3,-10,0,NE,2,Aotizhongxin,30,Good,Weekend,Spring
296,297,2013,3,13,8,8,18,35,62,700,69,4.8,1024.6,-13.6,0,NE,3,Aotizhongxin,39.25,Good,Weekend,Spring
297,298,2013,3,13,9,20,24,27,43,600,69,5.5,1025.2,-10.7,0,NE,3,Aotizhongxin,39,Good,Weekend,Spring
298,299,2013,3,13,10,16,25,22,32,500,69,6.4,1025.2,-11.3,0,NE,2,Aotizhongxin,35.5,Good,Weekend,Spring
299,300,2013,3,13,11,14,6,14,26,400,69,6.6,1024.4,-12.6,0,NE,3,Aotizhongxin,28.75,Good,Weekend,Spring
300,301,2013,3,13,12,12,6,10,19,400,71,7.6,1023.7,-11.7,0,NE,3,Aotizhongxin,27,Good,Weekend,Spring
301,302,2013,3,13,13,17,6,11,24,400,71,8.5,1022.9,-13.2,0,E,2,Aotizhongxin,29.5,Good,Weekend,Spring
302,303,2013,3,13,14,15,6,10,19,400,77,9.5,1022.2,-14.4,0,NE,1,Aotizhongxin,29.25,Good,Weekend,Spring
303,304,2013,3,13,15,3,9,11,24,400,77,9.7,1021.7,-13.5,0,SW,2,Aotizhongxin,28.25,Good,Weekend,Spring
304,305,2013,3,13,16,3,6,11,26,400,77,9.1,1021.9,-12.1,0,S,1,Aotizhongxin,28,Good,Weekend,Spring
305,306,2013,3,13,17,3,11,12,37,500,77,7.1,1022.3,-10.7,0,SW,2,Aotizhongxin,32,Good,Weekend,Spring
306,307,2013,3,13,18,23,38,12,52,600,77,6.1,1022.8,-9,0,SW,2,Aotizhongxin,47.5,Good,Weekend,Spring
307,308,2013,3,13,19,31,59,15,64,700,77,5.5,1023.5,-8.8,0,S,1,Aotizhongxin,57.75,Moderate,Weekend,Spring
308,309,2013,3,13,20,37,47,16,64,700,77,5,1023.7,-9.6,0,SW,2,Aotizhongxin,56.25,Moderate,Weekend,Spring
309,310,2013,3,13,21,35,39,16,67,700,77,4.8,1024,-8.7,0,SW,3,Aotizhongxin,54.5,Moderate,Weekend,Spring
310,311,2013,3,13,22,37,39,18,67,700,77,4,1023.8,-8.1,0,SW,3,Aotizhongxin,55,Moderate,Weekend,Spring
311,312,2013,3,13,23,42,45,21,74,800,77,2.9,1024.1,-5.5,0,S,2,Aotizhongxin,59.5,Moderate,Weekend,Spring
312,313,2013,3,14,0,62,113,19,71,1100,77,2.5,1024.2,-3.8,0,SW,2,Aotizhongxin,80.75,Moderate,Weekend,Spring
313,314,2013,3,14,1,71,88,11,67,1399,77,1.6,1024.5,-4.1,0,SW,1,Aotizhongxin,75.75,Moderate,Weekend,Spring
314,315,2013,3,14,2,60,66,10,65,1399,77,1.3,1023.9,-4.6,0,SW,1,Aotizhongxin,67,Moderate,Weekend,Spring
315,316,2013,3,14,3,65,53,11,60,1200,77,-0.1,1023.8,-4.7,0,NW,0,Aotizhongxin,63.75,Moderate,Weekend,Spring
316,317,2013,3,14,4,49,53,12,57,1200,77,-0.5,1023.9,-3.9,0,NE,2,Aotizhongxin,59,Moderate,Weekend,Spring
317,318,2013,3,14,5,72,77,12,67,1500,77,-0.8,1024.3,-4,0,NE,1,Aotizhongxin,73.25,Moderate,Weekend,Spring
318,319,2013,3,14,6,73,75,10,64,1600,77,-0.8,1024.3,-4.2,0,NE,2,Aotizhongxin,72.25,Moderate,Weekend,Spring
319,320,2013,3,14,7,69,77,10,55,1399,77,-0.4,1024.6,-4.1,0,NE,2,Aotizhongxin,69.5,Moderate,Weekend,Spring
320,321,2013,3,14,8,72,81,11,54,1500,77,0.5,1024.9,-4.2,0,NW,2,Aotizhongxin,71,Moderate,Weekend,Spring
321,322,2013,3,14,9,84,95,22,57,1500,77,2.2,1024.3,-4.1,0,NW,1,Aotizhongxin,78.25,Moderate,Weekend,Spring
322,323,2013,3,14,10,101,117,57,61,1600,77,3.9,1023.4,-3.9,0,SW,1,Aotizhongxin,89,Moderate,Weekend,Spring
323,324,2013,3,14,11,111,112,67,66,1600,77,5.5,1022.3,-3.6,0,S,1,Aotizhongxin,91.5,Moderate,Weekend,Spring
324,325,2013,3,14,12,97,125,61,77,1700,77,7.2,1021.3,-3.7,0,SW,3,Aotizhongxin,94,Moderate,Weekend,Spring
325,326,2013,3,14,13,104,117,65,78,1399,77,8.7,1020,-3.8,0,S,3,Aotizhongxin,94,Moderate,Weekend,Spring
326,327,2013,3,14,14,108,115,111,60,900,74,9.9,1019.4,-4.5,0,SW,3,Aotizhongxin,89.25,Moderate,Weekend,Spring
327,328,2013,3,14,15,105,112,116,56,1000,74,9.3,1018.7,-4.3,0,S,3,Aotizhongxin,86.75,Moderate,Weekend,Spring
328,329,2013,3,14,16,105,115,112,60,1000,64,8.6,1018.1,-3.9,0,SW,3,Aotizhongxin,86,Moderate,Weekend,Spring
329,330,2013,3,14,17,106,126,113,66,1000,52,7.6,1018.3,-3.6,0,SW,3,Aotizhongxin,87.5,Moderate,Weekend,Spring
330,331,2013,3,14,18,115,136,99,74,1100,52,6.8,1018.4,-2.9,0,SW,1,Aotizhongxin,94.25,Moderate,Weekend,Spring
331,332,2013,3,14,19,119,137,74,78,1100,52,6.2,1018.4,-2.7,0,S,1,Aotizhongxin,96.5,Moderate,Weekend,Spring
332,333,2013,3,14,20,115,118,74,97,1200,52,5.9,1018.3,-2,0,SW,1,Aotizhongxin,95.5,Moderate,Weekend,Spring
333,334,2013,3,14,21,119,130,61,102,1399,52,3.5,1018.4,-1.9,0,NW,0,Aotizhongxin,100.75,Unhealthy,Weekend,Spring
334,335,2013,3,14,22,140,158,54,100,1600,52,1.4,1018.2,-1.8,0,SE,0,Aotizhongxin,112.5,Unhealthy,Weekend,Spring
335,336,2013,3,14,23,162,179,54,97,1700,52,1.6,1017.7,-1.8,0,NE,1,Aotizhongxin,122.5,Unhealthy,Weekend,Spring
336,337,2013,3,15,0,165,176,46,91,1700,52,2.3,1017.8,-2.2,0,NE,1,Aotizhongxin,121,Unhealthy,Weekday,Spring
337,338,2013,3,15,1,180,211,42,80,2700,52,2.4,1017.4,-2.5,0,NE,1,Aotizhongxin,130.75,Unhealthy,Weekday,Spring
338,339,2013,3,15,2,183,218,44,85,2700,52,2,1016.6,-2.9,0,NE,1,Aotizhongxin,134.5,Unhealthy,Weekday,Spring
339,340,2013,3,15,3,182,200,42,87,2500,52,1.5,1016.3,-2.8,0,NE,1,Aotizhongxin,130.25,Unhealthy,Weekday,Spring
340,341,2013,3,15,4,173,189,36,82,2399,52,1,1016.2,-2.6,0,NE,0,Aotizhongxin,124,Unhealthy,Weekday,Spring
341,342,2013,3,15,5,166,177,33,80,2200,52,0.7,1016.1,-2.5,0,NE,1,Aotizhongxin,118.75,Unhealthy,Weekday,Spring
342,343,2013,3,15,6,163,170,37,79,2100,52,0.6,1016,-2.5,0,NE,1,Aotizhongxin,116,Unhealthy,Weekday,Spring
343,344,2013,3,15,7,137,156,43,75,1899,52,2.4,1016.3,-2.3,0,NE,1,Aotizhongxin,105,Unhealthy,Weekday,Spring
344,345,2013,3,15,8,164,174,71,70,2100,52,4.2,1016.5,-2.2,0,NE,1,Aotizhongxin,115,Unhealthy,Weekday,Spring
345,346,2013,3,15,9,172,185,117,75,2200,52,6.4,1015.9,-2.5,0,NE,1,Aotizhongxin,121,Unhealthy,Weekday,Spring
346,347,2013,3,15,10,173,186,118,75,2000,4,8.1,1015.1,-2,0,SE,1,Aotizhongxin,109.5,Unhealthy,Weekday,Spring
347,348,2013,3,15,11,3,3,130,76,1600,15,9,1014.2,-2,0,NW,1,Aotizhongxin,24.25,Good,Weekday,Spring
348,349,2013,3,15,12,110,331,125,91,1700,17,10.3,1013.2,-2.1,0,SW,1,Aotizhongxin,137.25,Unhealthy,Weekday,Spring
349,350,2013,3,15,13,227,261,118,96,1700,52,12,1011.9,-1.2,0,SE,1,Aotizhongxin,159,Unhealthy,Weekday,Spring
350,351,2013,3,15,14,236,279,107,112,1899,52,12.2,1011.4,-0.7,0,SW,2,Aotizhongxin,169.75,Unhealthy,Weekday,Spring
351,352,2013,3,15,15,256,305,102,147,2299,52,12.3,1010.9,-0.3,0,S,2,Aotizhongxin,190,Unhealthy,Weekday,Spring
352,353,2013,3,15,16,287,343,100,150,2100,43,11.5,1010.9,0.3,0,SW,3,Aotizhongxin,205.75,Unhealthy,Weekday,Spring
353,354,2013,3,15,17,278,320,91,113,1700,42,10.6,1011.6,0.9,0,SW,1,Aotizhongxin,188.25,Unhealthy,Weekday,Spring
354,355,2013,3,15,18,269,319,79,96,1700,44,9.1,1012.2,1.5,0,SW,1,Aotizhongxin,182,Unhealthy,Weekday,Spring
355,356,2013,3,15,19,286,324,68,104,1800,44,7,1012.5,1.3,0,SW,1,Aotizhongxin,189.5,Unhealthy,Weekday,Spring
356,357,2013,3,15,20,304,343,64,126,2000,44,6.3,1013.8,1.4,0,SE,0,Aotizhongxin,204.25,Unhealthy,Weekday,Spring
357,358,2013,3,15,21,312,348,61,132,2100,44,7.1,1014.4,0.7,0,NW,0,Aotizhongxin,209,Unhealthy,Weekday,Spring
358,359,2013,3,15,22,316,367,63,126,2500,44,7.3,1015.3,0.9,0,NE,1,Aotizhongxin,213.25,Unhealthy,Weekday,Spring
359,360,2013,3,15,23,353,430,77,138,3200,44,7.3,1015.5,0.7,0,NE,1,Aotizhongxin,241.25,Unhealthy,Weekday,Spring
360,361,2013,3,16,0,355,411,63,118,3299,44,6.5,1015.6,0.6,0,NE,1,Aotizhongxin,232,Unhealthy,Weekday,Spring
361,362,2013,3,16,1,328,357,49,111,2700,44,5.9,1015.9,0.2,0,NE,1,Aotizhongxin,210,Unhealthy,Weekday,Spring
362,363,2013,3,16,2,308,330,49,113,2399,44,5.9,1016.5,0.2,0,NE,1,Aotizhongxin,198.75,Unhealthy,Weekday,Spring
363,364,2013,3,16,3,304,332,55,108,900,44,5.6,1017,0.4,0,NW,1,Aotizhongxin,197,Unhealthy,Weekday,Spring
364,365,2013,3,16,4,314,316,51,108,2000,44,3.9,1018,0.6,0,NE,1,Aotizhongxin,195.5,Unhealthy,Weekday,Spring
365,366,2013,3,16,5,276,300,47,91,1800,44,5.3,1018.7,0.3,0,N,1,Aotizhongxin,177.75,Unhealthy,Weekday,Spring
366,367,2013,3,16,6,276,293,50,87,1800,44,4.8,1019.3,0.4,0,NE,1,Aotizhongxin,175,Unhealthy,Weekday,Spring
367,368,2013,3,16,7,275,297,38,84,2100,44,6,1020.1,0.5,0,N,0,Aotizhongxin,175,Unhealthy,Weekday,Spring
368,369,2013,3,16,8,278,294,44,82,2200,44,8.4,1020.7,1.3,0,W,1,Aotizhongxin,174.5,Unhealthy,Weekday,Spring
369,370,2013,3,16,9,272,289,112,87,2100,44,10.7,1020.9,0.7,0,SW,1,Aotizhongxin,173,Unhealthy,Weekday,Spring
370,371,2013,3,16,10,264,273,138,90,1899,44,12.6,1020.2,0,0,SW,2,Aotizhongxin,167.75,Unhealthy,Weekday,Spring
371,372,2013,3,16,11,270,243,109,88,1800,44,13.5,1019.9,-0.2,0,S,1,Aotizhongxin,161.25,Unhealthy,Weekday,Spring
372,373,2013,3,16,12,227,207,88,84,1899,54,14,1018.5,-0.9,0,SE,2,Aotizhongxin,143,Unhealthy,Weekday,Spring
373,374,2013,3,16,13,183,189,86,70,1899,80,14.1,1017.5,-0.4,0,SW,2,Aotizhongxin,130.5,Unhealthy,Weekday,Spring
374,375,2013,3,16,14,166,169,76,61,1700,92,14.5,1016.6,0.3,0,S,2,Aotizhongxin,122,Unhealthy,Weekday,Spring
375,376,2013,3,16,15,150,167,71,62,1700,94,13.6,1015.6,1.2,0,S,2,Aotizhongxin,118.25,Unhealthy,Weekday,Spring
376,377,2013,3,16,16,165,212,80,78,2299,94,12.9,1015.1,1.5,0,S,1,Aotizhongxin,137.25,Unhealthy,Weekday,Spring
377,378,2013,3,16,17,185,204,85,81,2700,94,12.4,1014.8,1.7,0,S,2,Aotizhongxin,141,Unhealthy,Weekday,Spring
378,379,2013,3,16,18,216,217,83,90,2899,94,12,1014.2,2.2,0,SE,2,Aotizhongxin,154.25,Unhealthy,Weekday,Spring
379,380,2013,3,16,19,188,217,75,101,2600,94,10.8,1014.7,2.6,0,S,1,Aotizhongxin,150,Unhealthy,Weekday,Spring
380,381,2013,3,16,20,197,223,61,85,2200,94,10,1014.6,2.1,0,S,1,Aotizhongxin,149.75,Unhealthy,Weekday,Spring
